LeagueName,avg_home_points_per_match,avg_away_points_per_match,home_advantage_points
LaLiga,1.6491228070175439,1.1011351909184726,0.5479876160990713
EPL,1.6141935483870968,1.1446451612903226,0.46954838709677427
SerieA,1.598578811369509,1.1361757105943153,0.46240310077519364
Bundes,1.5909892576559244,1.1590508257174923,0.43193843193843207
